chromosome	start	end	strand	C%+G%	Obs/Exp	CG_count	len
chr1	16543500	16544406	+	63.58	0.62	54.0	906	
chr1	16553210	16554571	+	63.12	0.83	112.0	1361	
chr1	16563097	16563956	+	64.03	0.7	61.0	859	
chr1	16657368	16657979	+	50.74	0.64	25.0	611	
chr1	16678350	16679507	+	65.6	0.77	96.0	1157	
chr1	16693479	16694568	+	62.63	0.72	76.0	1089	
chr1	16715609	16716233	+	58.81	0.61	33.0	624	
chr1	16766854	16767931	+	62.3	0.76	79.0	1077	
chr1	16809377	16810085	+	58.19	0.74	44.0	708	
chr1	16824998	16826996	+	65.17	0.85	181.0	1998	
chr1	16840627	16841340	+	55.68	0.73	39.0	713	
chr1	16846811	16847956	+	56.77	0.71	65.0	1145	
chr1	16858836	16860215	+	52.72	0.64	61.0	1379	
chr1	16860686	16861820	+	62.79	0.79	87.0	1134	
chr1	16862001	16863516	+	60.0	0.7	95.0	1515	
chr1	16874157	16874835	+	58.41	0.87	49.0	678	
chr1	16939145	16940455	+	66.34	0.79	112.0	1310	
chr1	16970554	16971627	+	64.59	0.76	82.0	1073	
chr1	16972869	16975265	+	64.61	0.66	165.0	2396	
chr1	16984419	16985187	+	60.16	0.66	46.0	768	
chr1	16993087	16994002	+	53.99	0.76	49.0	915	
chr1	17003787	17004461	+	54.3	0.7	34.0	674	
chr1	17006498	17007176	+	58.7	0.83	47.0	678	
chr1	17012229	17012737	+	51.97	1.06	36.0	508	
chr1	17018580	17020960	+	70.17	0.84	245.0	2380	
chr1	17025786	17028096	+	72.38	0.71	215.0	2310	
chr1	17033655	17034729	+	72.72	0.79	112.0	1074	
chr1	17051492	17051998	+	63.24	0.81	40.0	506	
chr1	17053696	17054829	+	52.96	0.65	51.0	1133	
chr1	17066453	17067368	+	53.99	0.76	49.0	915	
chr1	17075269	17076040	+	60.05	0.66	46.0	771	
chr1	17084961	17087401	+	63.93	0.64	159.0	2440	
chr1	17186091	17186769	+	58.41	0.87	49.0	678	
chr1	17197408	17198923	+	60.0	0.65	88.0	1515	
chr1	17199104	17200484	+	60.43	0.77	97.0	1380	
chr1	17200710	17201307	+	52.6	0.64	26.0	597	
chr1	17201420	17202122	+	55.13	0.69	37.0	702	
chr1	17215324	17216246	+	61.93	0.74	65.0	922	
chr1	17221973	17222845	+	53.56	0.76	46.0	872	
chr1	17231147	17231681	+	60.11	0.74	33.0	534	
chr1	17240011	17241297	+	70.84	0.86	139.0	1286	
chr1	17265236	17265848	+	69.44	0.61	45.0	612	
chr1	17278349	17278976	+	52.15	0.61	26.0	627	
chr1	17287092	17288062	+	65.26	0.62	64.0	970	
chr1	17306169	17307364	+	70.38	0.68	99.0	1195	
chr1	17337230	17338959	+	66.57	0.66	126.0	1729	
chr1	17380457	17381634	+	58.62	0.72	73.0	1177	
chr1	17384307	17384914	+	53.21	0.64	25.0	607	
chr1	17445652	17446547	+	65.92	0.73	71.0	895	
chr1	17475454	17476247	+	62.17	0.73	56.0	793	
chr1	17567655	17568471	+	53.55	0.81	37.0	816	
chr1	17744638	17745262	+	50.64	0.67	27.0	624	
chr1	17763919	17765287	+	75.07	0.94	180.0	1368	
chr1	17766024	17766585	+	64.35	1.1	64.0	561	
chr1	17780885	17781809	+	55.41	0.68	48.0	924	
chr1	17787453	17788004	+	56.08	0.61	26.0	551	
chr1	17811231	17811754	+	53.92	0.69	26.0	523	
chr1	17865864	17866631	+	80.83	0.98	119.0	767	
chr1	18434106	18435046	+	71.6	0.97	112.0	940	
chr1	18435228	18435905	+	61.89	0.7	43.0	677	
chr1	18436401	18437889	+	66.06	0.67	109.0	1488	
chr1	18807851	18809870	+	65.63	0.6	130.0	2019	
chr1	18956590	18958428	+	62.08	0.8	142.0	1838	
chr1	18959134	18959830	+	58.91	0.96	57.0	696	
chr1	18962674	18963988	+	59.74	0.75	88.0	1314	
chr1	18966481	18967663	+	55.84	0.74	63.0	1182	
chr1	18967767	18968468	+	56.21	0.77	41.0	701	
chr1	18969073	18970832	+	63.56	0.69	119.0	1759	
chr1	18971635	18972164	+	63.14	0.81	42.0	529	
chr1	18972877	18973928	+	66.22	0.71	81.0	1051	
chr1	19043333	19043895	+	73.84	0.89	68.0	562	
chr1	19054590	19055163	+	56.72	0.66	28.0	573	
chr1	19180754	19181519	+	63.53	0.71	54.0	765	
chr1	19203681	19204277	+	66.61	0.7	46.0	596	
chr1	19228665	19229805	+	64.12	0.78	91.0	1140	
chr1	19281751	19284354	+	68.31	0.85	256.0	2603	
chr1	19535920	19537178	+	62.0	0.9	108.0	1258	
chr1	19577491	19578993	+	60.45	0.81	111.0	1502	
chr1	19600102	19600943	+	68.01	0.81	78.0	841	
chr1	19614735	19615661	+	68.03	0.81	86.0	926	
chr1	19637961	19639500	+	70.7	0.77	147.0	1539	
chr1	19810646	19813042	+	69.03	0.68	192.0	2396	
chr1	19840287	19840873	+	52.39	0.6	24.0	586	
chr1	19922959	19924367	+	58.31	0.77	89.0	1408	
chr1	19963557	19964140	+	54.89	0.65	28.0	583	
chr1	19970170	19972400	+	71.48	0.82	232.0	2230	
chr1	19991063	19993085	+	72.5	0.73	190.0	2022	
chr1	20125846	20126877	+	70.22	0.73	93.0	1031	
chr1	20208553	20209488	+	66.2	0.97	99.0	935	
chr1	20531249	20531760	+	52.25	0.63	22.0	511	
chr1	20669523	20670372	+	72.32	0.68	67.0	849	
chr1	20692222	20693563	+	67.26	0.81	120.0	1341	
chr1	20809979	20812440	+	67.49	0.83	232.0	2461	
chr1	20812553	20813668	+	71.21	0.67	94.0	1115	
chr1	20834029	20834884	+	61.17	0.74	59.0	855	
chr1	20878361	20880695	+	69.71	0.79	224.0	2334	
chr1	20959617	20960679	+	65.25	0.88	99.0	1062	
chr1	20987331	20988013	+	62.46	0.83	55.0	682	
chr1	21030915	21031446	+	63.84	0.74	40.0	531	
chr1	21043550	21045183	+	68.77	0.79	152.0	1633	
chr1	21057954	21059367	+	71.55	0.8	144.0	1413	
chr1	21112709	21114402	+	69.34	1.03	210.0	1693	
chr1	21165510	21166230	+	50.83	0.6	28.0	720	
chr1	21349774	21350827	+	68.47	0.6	74.0	1053	
chr1	21502490	21503887	+	70.94	0.88	154.0	1397	
chr1	21551481	21552158	+	63.66	0.66	45.0	677	
chr1	21562679	21563206	+	57.5	0.74	32.0	527	
chr1	21616098	21617278	+	70.59	0.7	103.0	1180	
chr1	21630215	21630869	+	50.15	0.61	25.0	654	
chr1	21645291	21645924	+	51.18	0.64	26.0	633	
chr1	21662909	21663480	+	55.52	0.6	26.0	571	
chr1	21671177	21672902	+	66.55	0.81	154.0	1725	
chr1	21754489	21756048	+	70.49	0.94	182.0	1559	
chr1	21762834	21763505	+	67.51	0.6	46.0	671	
chr1	21766161	21767544	+	63.85	0.8	111.0	1383	
chr1	21829116	21830014	+	69.27	0.65	69.0	898	
chr1	21835217	21836829	+	68.18	0.65	122.0	1612	
chr1	21948434	21949483	+	72.83	0.72	100.0	1049	
chr1	21978102	21978957	+	74.39	0.96	110.0	855	
chr1	21985432	21986288	+	63.43	0.85	72.0	856	
chr1	21994922	21996000	+	71.89	0.66	91.0	1078	
chr1	22082424	22082932	+	51.57	0.66	22.0	508	
chr1	22091825	22092365	+	52.96	0.6	22.0	540	
chr1	22108995	22110291	+	65.35	0.91	124.0	1296	
chr1	22122856	22123405	+	50.82	0.62	22.0	549	
chr1	22140642	22141588	+	64.06	0.77	75.0	946	
chr1	22176133	22176668	+	59.63	0.65	31.0	535	
chr1	22242587	22243173	+	51.71	0.6	23.0	586	
chr1	22262891	22264851	+	66.63	0.79	164.0	1960	
chr1	22269141	22269668	+	50.47	0.74	24.0	527	
chr1	22291721	22292267	+	54.4	0.6	24.0	546	
chr1	22350910	22351612	+	54.27	0.6	31.0	702	
chr1	22351797	22353021	+	55.64	0.68	64.0	1224	
chr1	22365571	22366095	+	52.1	0.62	22.0	524	
chr1	22378625	22380251	+	65.87	0.85	150.0	1626	
chr1	22446492	22447196	+	64.49	0.64	47.0	704	
chr1	22468466	22470409	+	76.17	0.8	226.0	1943	
chr1	22778237	22778864	+	68.74	0.9	66.0	627	
chr1	22889596	22890525	+	77.29	0.98	132.0	929	
chr1	22902724	22903414	+	63.62	0.73	51.0	690	
chr1	22925091	22925594	+	60.04	0.6	27.0	503	
chr1	23036556	23038758	+	71.84	0.81	229.0	2202	
chr1	23107403	23107940	+	57.36	0.68	29.0	537	
chr1	23279531	23280606	+	72.74	0.93	131.0	1075	
chr1	23345643	23347023	+	62.39	0.96	127.0	1380	
chr1	23493904	23494951	+	67.81	0.81	95.0	1047	
chr1	23495128	23495810	+	64.08	0.92	64.0	682	
chr1	23504060	23504634	+	69.69	0.86	60.0	574	
chr1	23543300	23544238	+	78.46	0.83	116.0	938	
chr1	23558133	23558637	+	53.77	0.66	24.0	504	
chr1	23669994	23671501	+	66.69	0.88	148.0	1507	
chr1	23671922	23672589	+	52.62	0.76	35.0	667	
chr1	23673206	23673957	+	54.33	0.7	38.0	751	
chr1	23694351	23696094	+	63.34	0.7	122.0	1743	
chr1	23750101	23751787	+	68.51	0.68	133.0	1686	
chr1	23809757	23811524	+	67.06	0.74	144.0	1767	
chr1	23829776	23831065	+	67.49	0.64	94.0	1289	
chr1	23857012	23858090	+	68.55	0.85	108.0	1078	
chr1	23862797	23863306	+	53.83	0.63	23.0	509	
chr1	23866685	23867189	+	54.76	0.65	24.0	504	
chr1	23880455	23882081	+	63.16	0.72	115.0	1626	
chr1	23885342	23886213	+	61.54	0.79	65.0	871	
chr1	23893963	23895227	+	63.84	0.75	93.0	1264	
chr1	23945942	23946606	+	66.57	0.75	55.0	664	
chr1	23954298	23955101	+	54.79	0.77	45.0	803	
chr1	23963404	23964140	+	54.76	0.6	33.0	736	
chr1	24014683	24015863	+	69.41	0.66	94.0	1180	
chr1	24017425	24018998	+	52.32	0.72	77.0	1573	
chr1	24069479	24071321	+	63.68	0.92	170.0	1842	
chr1	24093548	24094216	+	53.29	0.76	36.0	668	
chr1	24103708	24105485	+	57.63	0.87	129.0	1777	
chr1	24117398	24117973	+	66.26	0.78	45.0	575	
chr1	24126641	24128175	+	67.54	0.74	130.0	1534	
chr1	24151716	24152384	+	61.08	0.76	47.0	668	
chr1	24161600	24162119	+	53.18	0.71	26.0	519	
chr1	24165668	24166196	+	54.92	0.79	31.0	528	
chr1	24194255	24195386	+	64.81	0.89	105.0	1131	
chr1	24228347	24229684	+	65.89	0.79	114.0	1337	
chr1	24261528	24262578	+	66.29	0.6	69.0	1050	
chr1	24267166	24267675	+	52.06	0.61	21.0	509	
chr1	24285538	24286725	+	65.71	0.89	112.0	1187	
chr1	24306258	24307077	+	66.3	0.98	88.0	819	
chr1	24358331	24359356	+	66.15	0.62	69.0	1025	
chr1	24513473	24514309	+	68.06	0.82	79.0	836	
chr1	24648203	24649496	+	64.19	0.78	104.0	1293	
chr1	24739677	24740399	+	61.36	0.71	48.0	722	
chr1	24740564	24741187	+	55.86	0.73	35.0	623	
chr1	24741310	24743183	+	53.82	0.64	86.0	1873	
chr1	24828496	24830121	+	66.09	0.83	147.0	1625	
chr1	24882024	24883226	+	65.31	0.65	83.0	1202	
chr1	24951094	24951673	+	56.13	0.69	31.0	579	
chr1	24968417	24970725	+	62.39	0.86	192.0	2308	
chr1	25002433	25003103	+	53.88	0.61	29.0	670	
chr1	25070901	25072816	+	65.38	0.89	183.0	1915	
chr1	25174349	25175368	+	70.07	0.78	98.0	1019	
chr1	25234091	25234808	+	50.63	1.42	59.0	717	
chr1	25255148	25259327	+	66.83	0.86	401.0	4179	
chr1	25540929	25541546	+	51.86	0.8	33.0	617	
chr1	25558507	25559357	+	59.65	0.74	55.0	850	
chr1	25566206	25566712	+	65.22	0.73	39.0	506	
chr1	25572824	25574590	+	63.76	0.96	171.0	1766	
chr1	25593043	25594557	+	59.11	0.78	102.0	1514	
chr1	25663291	25665476	+	60.78	0.79	159.0	2185	
chr1	25756349	25758116	+	68.59	0.94	196.0	1767	
chr1	25869837	25871061	+	72.55	0.79	126.0	1224	
chr1	25918811	25919567	+	56.61	0.69	42.0	756	
chr1	25942436	25944813	+	74.88	0.85	284.0	2377	
chr1	26126233	26127108	+	77.14	0.75	98.0	875	
chr1	26146123	26147461	+	68.09	0.84	128.0	1338	
chr1	26183799	26184585	+	54.33	0.71	41.0	786	
chr1	26185358	26186401	+	60.79	0.96	87.0	1043	
chr1	26201462	26202630	+	71.4	0.7	101.0	1168	
chr1	26231854	26233828	+	67.43	0.74	165.0	1974	
chr1	26248897	26249920	+	63.25	0.74	75.0	1023	
chr1	26361518	26362709	+	65.74	0.71	91.0	1191	
chr1	26371699	26373624	+	68.0	0.66	146.0	1925	
chr1	26437122	26439086	+	69.55	0.82	195.0	1964	
chr1	26487808	26489222	+	65.49	0.86	129.0	1414	
chr1	26490325	26491290	+	67.05	0.75	78.0	965	
chr1	26496083	26496951	+	67.63	0.79	78.0	868	
chr1	26551242	26552195	+	61.7	0.63	57.0	953	
chr1	26560303	26561373	+	64.77	0.87	97.0	1070	
chr1	26606222	26606984	+	70.6	0.78	74.0	762	
chr1	26632801	26633642	+	58.62	0.71	51.0	841	
chr1	26645487	26646083	+	56.54	0.7	33.0	596	
chr1	26662269	26663586	+	61.88	0.73	92.0	1317	
chr1	26685922	26687431	+	61.83	0.68	98.0	1509	
chr1	26737116	26738542	+	64.45	0.64	93.0	1426	
chr1	26758269	26758998	+	59.67	0.83	54.0	729	
chr1	26797964	26799881	+	67.97	0.85	187.0	1917	
chr1	26826639	26828002	+	70.43	0.76	128.0	1363	
chr1	26834163	26835026	+	54.58	0.6	38.0	863	
chr1	26855926	26856980	+	72.3	0.8	109.0	1054	
chr1	26946384	26948533	+	58.12	0.86	155.0	2149	
chr1	26949077	26949763	+	53.06	0.8	38.0	686	
chr1	26950495	26951272	+	54.18	0.61	34.0	777	
chr1	26969719	26970253	+	53.37	0.62	23.0	534	
chr1	27018729	27019939	+	55.04	0.7	64.0	1210	
chr1	27021644	27024132	+	74.36	0.82	282.0	2488	
chr1	27114091	27115119	+	66.83	0.7	79.0	1028	
chr1	27118673	27119253	+	55.34	0.77	33.0	580	
chr1	27140293	27140810	+	50.48	0.61	20.0	517	
chr1	27143741	27145757	+	76.24	0.63	183.0	2016	
chr1	27152775	27153856	+	73.82	0.84	122.0	1081	
chr1	27191067	27192496	+	63.68	0.74	107.0	1429	
chr1	27193183	27193753	+	57.19	0.71	33.0	570	
chr1	27216074	27217161	+	65.04	0.88	101.0	1087	
chr1	27226493	27227114	+	59.74	0.87	48.0	621	
chr1	27248012	27248828	+	65.69	0.96	84.0	816	
chr1	27285979	27287183	+	70.27	0.69	101.0	1204	
chr1	27319048	27321489	+	67.23	0.77	211.0	2441	
chr1	27338847	27339659	+	68.72	0.78	75.0	812	
chr1	27339867	27340569	+	53.13	0.75	37.0	702	
chr1	27386866	27387385	+	53.18	0.69	25.0	519	
chr1	27394391	27394926	+	56.64	0.66	28.0	535	
chr1	27481346	27481889	+	64.09	0.92	51.0	543	
chr1	27487016	27487537	+	57.39	0.75	32.0	521	
chr1	27503210	27503920	+	59.01	0.75	46.0	710	
chr1	27558872	27559439	+	56.61	0.83	37.0	567	
chr1	27560357	27561853	+	69.45	0.69	122.0	1496	
chr1	27648393	27649182	+	66.54	0.81	70.0	789	
chr1	27667032	27667563	+	55.74	0.61	25.0	531	
chr1	27675587	27678251	+	66.89	0.67	198.0	2664	
chr1	27686594	27687858	+	66.61	0.69	94.0	1264	
chr1	27691877	27693616	+	66.19	0.73	137.0	1739	
chr1	27718384	27719539	+	66.93	0.69	89.0	1155	
chr1	27767857	27768428	+	56.39	0.63	28.0	571	
chr1	27794877	27795392	+	52.62	0.6	21.0	515	
chr1	27816142	27817832	+	58.64	0.7	101.0	1690	
chr1	27854312	27855286	+	69.71	0.69	82.0	974	
chr1	27876393	27877651	+	66.85	0.63	89.0	1258	
chr1	27894928	27895654	+	70.25	0.74	66.0	726	
chr1	27901801	27902928	+	70.54	0.81	114.0	1127	
chr1	27929052	27930301	+	69.9	0.7	104.0	1249	
chr1	27930494	27931553	+	65.06	0.77	86.0	1059	
chr1	27941461	27942346	+	66.21	0.69	61.0	885	
chr1	27960568	27961228	+	71.21	0.81	67.0	660	
chr1	27986062	27986894	+	64.78	0.92	80.0	832	
chr1	28001394	28002065	+	55.14	0.68	34.0	671	
chr1	28051953	28053280	+	66.09	0.81	118.0	1327	
chr1	28074659	28075289	+	55.24	0.63	30.0	630	
chr1	28099332	28100314	+	63.65	0.62	62.0	982	
chr1	28156617	28157889	+	57.86	0.77	82.0	1272	
chr1	28171251	28171897	+	55.11	0.63	31.0	646	
chr1	28221694	28222230	+	56.53	0.64	27.0	536	
chr1	28226336	28226914	+	52.6	0.6	24.0	578	
chr1	28240585	28241767	+	59.05	0.89	88.0	1182	
chr1	28285021	28287337	+	62.95	0.7	160.0	2316	
chr1	28414614	28415423	+	57.6	0.72	48.0	809	
chr1	28415544	28416214	+	53.88	0.77	37.0	670	
chr1	28447474	28448323	+	55.71	0.79	52.0	849	
chr1	28534001	28534517	+	53.29	0.6	22.0	516	
chr1	28559030	28559622	+	61.49	0.77	41.0	592	
chr1	28562333	28563463	+	60.27	0.78	78.0	1130	
chr1	28579179	28579729	+	57.45	0.72	32.0	550	
chr1	28585520	28587335	+	66.67	0.75	150.0	1815	
chr1	28626572	28627176	+	54.64	0.66	29.0	604	
chr1	28634411	28634967	+	55.94	0.65	28.0	556	
chr1	28642387	28642958	+	50.09	0.65	23.0	571	
chr1	28655348	28656305	+	53.92	0.83	58.0	957	
chr1	28662900	28663806	+	54.53	0.71	48.0	906	
chr1	28683779	28684418	+	54.62	0.76	36.0	639	
chr1	28684641	28685164	+	56.79	0.67	28.0	523	
chr1	28696042	28697170	+	62.5	0.73	80.0	1128	
chr1	28707500	28708057	+	52.42	0.61	23.0	557	
chr1	28831923	28833155	+	53.25	0.8	70.0	1232	
chr1	28840633	28841167	+	54.49	0.63	25.0	534	
chr1	28844273	28845513	+	65.16	0.87	115.0	1240	
chr1	28857008	28857866	+	59.67	0.71	54.0	858	
chr1	28860458	28861224	+	54.7	0.67	38.0	766	
chr1	28870407	28870987	+	57.93	0.83	40.0	580	
chr1	28879356	28880319	+	63.03	0.73	69.0	963	
chr1	28884655	28885387	+	53.14	0.6	31.0	732	
chr1	28908029	28908850	+	66.02	0.91	81.0	821	
chr1	28918851	28919566	+	72.59	0.88	81.0	715	
chr1	28960316	28960916	+	51.0	0.6	23.0	600	
chr1	28961504	28962020	+	50.97	0.6	20.0	516	
chr1	28965396	28966052	+	50.3	0.65	27.0	656	
chr1	28995064	28996026	+	75.05	0.84	111.0	962	
chr1	28996700	28997312	+	55.39	0.62	29.0	612	
chr1	29047675	29048631	+	53.35	0.79	54.0	956	
chr1	29063067	29064375	+	67.2	0.94	139.0	1308	
chr1	29094051	29094698	+	54.87	0.7	34.0	647	
chr1	29101602	29102313	+	59.49	0.64	40.0	711	
chr1	29102837	29103873	+	52.12	0.68	48.0	1036	
chr1	29138409	29139349	+	75.11	0.9	119.0	940	
chr1	29184327	29185128	+	53.43	0.72	41.0	801	
chr1	29189224	29190204	+	65.82	0.74	79.0	980	
chr1	29212997	29214377	+	65.51	0.66	98.0	1380	
chr1	29240515	29241970	+	66.05	0.85	134.0	1455	
chr1	29255776	29256339	+	57.02	0.74	34.0	563	
chr1	29447478	29451967	+	71.75	0.75	433.0	4489	
chr1	29460546	29461407	+	64.34	0.68	61.0	861	
chr1	29507382	29508809	+	64.19	0.92	135.0	1427	
chr1	29557059	29557628	+	66.78	0.78	49.0	569	
chr1	29562454	29563497	+	67.02	0.96	111.0	1043	
chr1	29563631	29565308	+	70.42	0.93	190.0	1677	
chr1	29585853	29587492	+	68.27	0.67	126.0	1639	
chr1	29619769	29620283	+	52.72	0.71	25.0	514	
chr1	31157812	31158553	+	66.26	0.69	56.0	741	
chr1	31190487	31192610	+	67.03	0.7	162.0	2123	
chr1	31194201	31194703	+	61.95	0.63	30.0	502	
chr1	31269278	31269897	+	52.02	0.62	26.0	619	
chr1	31279937	31280546	+	67.98	0.7	49.0	609	
chr1	31296931	31297550	+	65.11	0.66	43.0	619	
chr1	31380491	31382027	+	76.43	0.8	179.0	1536	
chr1	31517719	31518224	+	51.49	0.67	22.0	505	
chr1	31537913	31539024	+	62.65	0.8	87.0	1111	
chr1	31627326	31628551	+	67.67	0.76	102.0	1225	
chr1	31711824	31713010	+	71.33	0.82	123.0	1186	
chr1	31724032	31724591	+	55.64	0.61	26.0	559	
chr1	31769247	31770238	+	61.45	0.72	67.0	991	
chr1	31867461	31868411	+	61.58	0.62	55.0	950	
chr1	31885619	31887095	+	69.51	0.78	139.0	1476	
chr1	32054262	32054844	+	73.71	0.72	57.0	582	
chr1	32083012	32084406	+	66.36	0.68	104.0	1394	
chr1	32109798	32110962	+	60.65	0.78	82.0	1164	
chr1	32226119	32226864	+	70.74	0.67	62.0	745	
chr1	32228330	32230253	+	71.97	0.84	206.0	1923	
chr1	32237352	32238827	+	65.08	0.78	121.0	1475	
chr1	32307641	32308160	+	58.38	0.81	36.0	519	
chr1	32317285	32317786	+	53.89	0.78	28.0	501	
chr1	32391077	32391725	+	52.78	0.62	28.0	648	
chr1	32403283	32404500	+	74.03	0.92	150.0	1217	
chr1	32404659	32405252	+	50.59	0.75	28.0	593	
chr1	32409836	32410997	+	60.47	0.68	72.0	1161	
chr1	32453493	32454003	+	53.92	0.6	22.0	510	
chr1	32469737	32470314	+	54.42	0.74	31.0	577	
chr1	32478989	32480724	+	65.48	0.9	167.0	1735	
chr1	32533227	32533729	+	51.99	0.65	22.0	502	
chr1	32537942	32539148	+	63.52	0.79	91.0	1206	
chr1	32548398	32549267	+	52.7	0.65	39.0	869	
chr1	32573543	32574592	+	58.15	0.65	56.0	1049	
chr1	32580504	32581021	+	53.77	0.65	24.0	517	
chr1	32644760	32646385	+	63.32	0.74	120.0	1625	
chr1	32648785	32649591	+	53.1	0.62	35.0	806	
chr1	32670570	32671886	+	64.74	0.76	105.0	1316	
chr1	32687427	32688719	+	60.45	0.64	75.0	1292	
chr1	32705504	32707305	+	65.52	0.72	139.0	1801	
chr1	32740552	32742407	+	63.83	0.61	115.0	1855	
chr1	32757154	32758516	+	61.89	0.71	91.0	1362	
chr1	32763225	32764118	+	55.1	0.65	44.0	893	
chr1	32781173	32781881	+	53.25	0.68	34.0	708	
chr1	32800751	32802414	+	73.54	0.81	183.0	1663	
chr1	32816632	32817950	+	68.89	0.68	105.0	1318	
chr1	32826721	32828294	+	68.85	0.78	144.0	1573	
chr1	32859449	32860768	+	58.23	0.67	74.0	1319	
chr1	32929828	32931366	+	58.26	0.71	93.0	1538	
chr1	32965958	32966689	+	74.97	1.0	100.0	731	
chr1	32986288	32986845	+	56.01	0.72	31.0	557	
chr1	33004795	33005968	+	67.43	0.97	129.0	1173	
chr1	33106935	33107472	+	53.26	0.66	25.0	537	
chr1	33115670	33117554	+	57.27	0.89	138.0	1884	
chr1	33129208	33129732	+	52.29	0.68	24.0	524	
chr1	33167937	33168937	+	72.6	0.7	92.0	1000	
chr1	33177824	33178612	+	59.52	0.8	56.0	788	
chr1	33180643	33181169	+	55.51	0.6	24.0	526	
chr1	33192626	33193153	+	55.98	0.71	29.0	527	
chr1	33207078	33208102	+	77.93	0.82	126.0	1024	
chr1	33219246	33220772	+	66.25	0.69	116.0	1526	
chr1	33269806	33270816	+	68.32	0.67	79.0	1010	
chr1	33282639	33284106	+	66.8	0.68	110.0	1467	
chr1	33336112	33336929	+	77.36	0.83	102.0	817	
chr1	33351499	33352649	+	72.43	0.63	94.0	1150	
chr1	33358348	33359646	+	68.26	0.69	101.0	1298	
chr1	33366274	33367890	+	66.77	0.72	129.0	1616	
chr1	33428783	33430660	+	68.25	0.85	185.0	1877	
chr1	33438421	33438980	+	68.34	0.89	57.0	559	
chr1	33502130	33502939	+	58.34	0.84	57.0	809	
chr1	33516595	33518670	+	76.1	0.63	189.0	2075	
chr1	33546291	33547439	+	61.85	0.69	75.0	1148	
chr1	33592485	33593506	+	51.81	0.77	53.0	1021	
chr1	33612785	33613322	+	60.89	0.68	34.0	537	
chr1	33620126	33620990	+	56.6	0.62	43.0	864	
chr1	33646111	33647975	+	68.08	0.72	155.0	1864	
chr1	33720938	33723173	+	68.1	0.86	220.0	2235	
chr1	33741628	33742519	+	67.0	0.65	65.0	891	
chr1	33772032	33773105	+	69.52	0.97	126.0	1073	
chr1	33814747	33816215	+	73.23	0.94	184.0	1468	
chr1	33895752	33896948	+	71.4	0.9	136.0	1196	
chr1	34295039	34295568	+	54.63	0.64	25.0	529	
chr1	34542701	34543271	+	52.63	0.76	29.0	570	
chr1	34546992	34548217	+	68.73	0.61	88.0	1225	
chr1	34557921	34558489	+	57.04	0.74	34.0	568	
chr1	34628578	34629177	+	61.94	0.68	39.0	599	
chr1	34629288	34631045	+	68.81	0.79	163.0	1757	
chr1	34642184	34643126	+	66.24	0.72	74.0	942	
chr1	35226891	35227399	+	61.02	0.72	34.0	508	
chr1	35246726	35247622	+	71.32	0.66	75.0	896	
chr1	35258435	35258970	+	68.22	0.73	45.0	535	
chr1	35324759	35325631	+	61.81	0.7	58.0	872	
chr1	35330958	35332487	+	68.41	0.69	123.0	1529	
chr1	35334048	35334690	+	68.07	0.62	46.0	642	
chr1	35350548	35352008	+	68.01	0.64	107.0	1460	
chr1	35394512	35396246	+	74.57	0.7	169.0	1734	
chr1	35442095	35443043	+	70.68	0.72	85.0	948	
chr1	35450424	35451224	+	65.88	0.69	60.0	800	
chr1	35496605	35497697	+	53.57	0.8	61.0	1092	
chr1	35544807	35545696	+	58.72	0.74	57.0	889	
chr1	35572475	35573058	+	57.63	0.74	36.0	583	
chr1	35586111	35587149	+	59.63	0.64	59.0	1038	
chr1	35657468	35659062	+	69.2	0.84	159.0	1594	
chr1	35734125	35734930	+	69.81	0.77	74.0	805	
chr1	36022382	36024475	+	64.02	0.61	130.0	2093	
chr1	36038376	36040857	+	65.58	0.7	185.0	2481	
chr1	36042274	36043477	+	69.33	0.77	112.0	1203	
chr1	36106529	36107433	+	56.53	0.86	62.0	904	
chr1	36172771	36174452	+	66.63	0.6	110.0	1681	
chr1	36183855	36184980	+	64.44	0.74	86.0	1125	
chr1	36232078	36232645	+	54.32	0.7	29.0	567	
chr1	36234790	36235884	+	67.46	0.73	91.0	1094	
chr1	36271202	36271835	+	56.87	0.84	42.0	633	
chr1	36272877	36274462	+	70.35	0.86	169.0	1585	
chr1	36334742	36335453	+	51.9	0.76	36.0	711	
chr1	36348502	36349732	+	68.78	0.67	96.0	1230	
chr1	36395848	36397537	+	63.11	0.91	153.0	1689	
chr1	36541803	36542305	+	53.19	0.6	21.0	502	
chr1	36549252	36550290	+	62.91	0.63	64.0	1038	
chr1	36554326	36555445	+	64.16	0.94	108.0	1119	
chr1	36590300	36591855	+	70.03	0.69	129.0	1555	
chr1	36614547	36615463	+	62.77	0.84	74.0	916	
chr1	36621185	36622757	+	72.14	0.76	156.0	1572	
chr1	36634618	36635153	+	56.82	0.66	28.0	535	
chr1	36641525	36642482	+	69.59	0.72	83.0	957	
chr1	36643578	36645180	+	67.73	0.61	109.0	1602	
chr1	36689185	36690685	+	57.67	0.7	87.0	1500	
chr1	36771714	36773241	+	67.98	0.7	122.0	1527	
chr1	36786501	36787598	+	66.73	0.67	81.0	1097	
chr1	36787722	36789590	+	71.9	0.73	176.0	1868	
chr1	36850594	36851874	+	67.03	0.73	104.0	1280	
chr1	36862882	36863694	+	62.93	0.8	64.0	812	
chr1	36865560	36866095	+	58.32	0.7	32.0	535	
chr1	36915773	36917107	+	59.9	0.69	82.0	1334	
